41.475,0.0,40.729198761,0.036700144334
43.5,0.0,43.0287312518,0.030639445358
45.525,0.0,45.0162589013,0.0320266983194
47.685,0.0,47.3686825824,0.030468836329
49.71,0.0,49.440451174,0.031672282936
51.735,0.0,51.2786116627,0.0300876223006
53.76,0.0,53.382782609,0.0320096790384
55.785,0.0,55.555680743,0.0305384010073
57.81,0.0,57.5733149425,0.0331965634951
59.835,0.0,59.9896747679,0.0307530229172
61.86,0.0,62.1595975589,0.033458544805
63.885,0.0,64.3489241752,0.0322261899258
66.045,0.0,66.5747326332,0.0338874797092
68.07,0.0,68.7629569437,0.0371541349137
70.095,0.0,71.0232411399,0.0356095353662
72.12,0.0,73.0646348829,0.0397559258829
74.145,0.0,75.370445461,0.0378938563442
76.17,0.0,77.5292296728,0.0423344174396
78.195,0.0,79.6551545946,0.0407525771167
80.355,0.0,82.0342917728,0.0424957304604
82.38,0.0,84.1831354061,0.0470131804587
84.405,0.0,86.3080252304,0.0458420582637
86.43,0.0,88.5259890037,0.0504724049175
88.455,0.0,90.658455826,0.0481751524138
90.48,0.0,92.8096751486,0.0531916082238
92.505,0.0,95.0259388799,0.0518643831962
94.53,0.0,97.1604358406,0.0573597576039
96.555,0.0,99.38061619,0.0556488630978
98.715,0.0,101.716888159,0.0577745452366
100.74,0.0,103.783865078,0.0645580853449
102.765,0.0,105.997327118,0.06260893087
104.79,0.0,108.14436732,0.0685781197589
106.815,0.0,110.352757858,0.0664426152497
108.836151105,0.0,112.466851843,0.073955397784
110.856940469,0.0,114.746057838,0.0713071974557
113.147192391,0.0,117.017533738,0.0702874834315
115.576691658,0.0,119.648968169,0.0729475307795
118.006270233,0.0,122.25402804,0.0766137240283
120.569715108,0.0,124.925937654,0.0758552283612
123.400248649,0.0,127.968317837,0.0759172701713
126.503268957,0.0,131.320299204,0.076622914817
129.873957744,0.0,134.784601052,0.0784829971731
133.51282017,0.0,138.690154576,0.0801237322015
137.556446629,0.0,143.108294623,0.0798226789172
142.006710209,0.0,147.68248485,0.0847095310562
146.984305421,0.0,153.079736878,0.0836756268215
152.900204435,0.0,159.122538531,0.0836994442819
159.761838308,0.0,166.350937861,0.0890083119509
167.806055806,0.0,174.676226366,0.0918917544652
178.077626102,0.0,185.251664389,0.0945103013367
191.882623709,0.0,199.292191419,0.102033930587
212.400513988,0.0,219.871877856,0.114869816672
254.401343296,0.0,258.341165491,0.169674864548
